6636.611335878999, 1050814.4246737966
6635.588643636088, 998732.8752663146
6645.928117793014, 964833.3897430433
6645.457663480961, 940875.0682958903
6644.33155069097, 883526.7317685909
6643.90635527476, 861873.2614986323
6654.432026117216, 837456.0145903104
6653.973482040911, 814104.2329266296
6653.341247026612, 781907.0794206454
6663.6862792935535, 748290.6457963279
6663.029727547935, 714855.1402324212
6673.399076546196, 682477.0586660262
6672.815474994535, 652756.6092758869
6682.986816323482, 610294.8038092662
6693.356165321743, 577916.7222428712
6703.913100533038, 555091.6422661638
6714.4966683548255, 533622.8526386097
6730.321070745695, 498825.0257902029
6751.7058990315545, 466973.64591078134
6773.194941880212, 440429.48913674173
6794.767356379107, 418131.11084700795
7088.27725103943, 289375.867998658
7208.868090233878, 265661.42608944257
7321.8762778392465, 248106.17741896585
7445.9207876447745, 232139.07505653892
7610.6517996522325, 214516.68197253183
7731.504691101858, 204147.49379921355
7852.384109894742, 195129.23514362867
7973.295740461581, 187751.39090243448
8094.222529510282, 181145.50638566003
8215.12658083619, 173381.68228225666
8333.874717079372, 167915.24248371297
8457.040792861037, 163257.75214638375
8578.001688493925, 158388.77700955234
8698.97584779844, 154195.26663158764
8819.948112292725, 149905.2612880706
8953.013434653927, 144973.96648598625
9075.090373513855, 140895.84800432785
9193.875648037596, 137320.70953061152
9317.076588327542, 134438.72655944643
9446.861236251905, 130570.08256550832
9571.16419817317, 127764.89350442868
9688.875873219084, 125560.38560391264
9806.576558365647, 122796.20690319291
9930.888615376029, 120454.19367676508
10050.79296482318, 117824.3038031056
10172.897567912507, 115155.01181851234
10293.917202662607, 113277.38061380526
10414.948206274104, 111978.71920241229
10535.965946213972, 110004.59303215286
10660.289751047796, 108260.84859214979
10778.00900533464, 106442.32055384363
10894.64329128226, 105415.45329542318
11020.063433316704, 103459.01786884828
11144.387238150524, 101715.27342884545
11257.726828065588, 101036.99423348322
11347.38053214824, 99093.62583349342
12076.340555997844, 92458.59179587476
12203.47769085134, 90760.99517967505
12318.41014246177, 90247.24883529893
12395.44554728101, 90219.10447034612
12670.530307238894, 87995.69963907637
12791.565100470856, 86890.02815878834
12874.082191293197, 85798.42886097683
